=========================================
                 ERSAP DPE               
=========================================
 Name             = 10.90.0.1%8210_cpp
 Date             = 2026-02-06 09:37:07
 Version          = 4.3
 Lang             = C++

 Proxy Host       = 10.90.0.1
 Proxy Port       = 8210

 FrontEnd Host    = 10.90.0.1
 FrontEnd Port    = 8200
 FrontEnd Lang    = Java
=========================================
2026-02-06 09:37:10: started container = 10.90.0.1%8210_cpp:gurjyan
2026-02-06 09:37:10: created service = 10.90.0.1%8210_cpp:gurjyan:haidis pool_size = 128
2026-02-06 09:37:11: started service = 10.90.0.1%8210_cpp:gurjyan:haidis
π+ four-vector: E=0.16268, Px=-0.0553506, Py=-0.00241351, Pz=0.06383
γ2 four-vector: E=0.102482, Px=0.049501, Py=0.0452332, Pz=0.0774995
π+ four-vector: E=0.245878, Px=0.161568, Py=0.0158776, Pz=0.121568
π- four-vector: E=0.323958, Px=-0.243317, Py=-0.0203752, Pz=-0.161274
γ1 four-vector: E=0.14382, Px=0.131742, Py=0.043082, Pz=-0.038367
γ2 four-vector: E=0.062109, Px=0.0158828, Py=-0.0250469, Pz=0.0545702
π+ four-vector: E=0.183743, Px=-0.0151019, Py=0.0964208, Pz=0.0701103
π- four-vector: E=0.342633, Px=0.0799743, Py=-0.302741, Pz=-0.00534122
γ1 four-vector: E=0.212744, Px=-0.107404, Py=0.181711, Pz=-0.0265587
γ2 four-vector: E=0.0868648, Px=0.0170089, Py=0.0277542, Pz=-0.080535
π+ four-vector: E=0.188169, Px=0.0848644, Py=-0.0779201, Pz=0.0530373
π- four-vector: E=0.283869, Px=0.134374, Py=0.207709, Pz=-0.0078333
γ1 four-vector: E=0.13603, Px=-0.124712, Py=0.0151335, Pz=-0.0521724
γ2 four-vector: E=0.208393, Px=-0.119132, Py=-0.170161, Pz=-0.0167557
π+ four-vector: E=0.221076, Px=-0.0254442, Py=-0.0322678, Pz=0.166928
π- four-vector: E=0.261116, Px=-0.125591, Py=-0.140364, Pz=-0.115695
γ1 four-vector: E=0.208181, Px=0.162907, Py=0.119068, Pz=-0.0512177
γ2 four-vector: E=0.0937685, Px=-0.0163327, Py=0.0889186, Pz=-0.0248848
π+ four-vector: E=0.244696, Px=-0.0628949, Py=0.163969, Pz=-0.0985586
π- four-vector: E=0.288591, Px=0.0400197, Py=-0.0421846, Pz=0.246135
γ1 four-vector: E=0.0471694, Px=-0.0318018, Py=0.0019306, Pz=-0.0347832
γ2 four-vector: E=0.158924, Px=0.0623565, Py=-0.104254, Pz=-0.102467
π+ four-vector: E=0.208229, Px=-0.100113, Py=0.117955, Pz=0.0101283
π- four-vector: E=0.258166, Px=0.123058, Py=0.0449962, Pz=0.173669
γ1 four-vector: E=0.103991, Px=0.0187666, Py=-0.02812, Pz=-0.0983419
γ2 four-vector: E=0.122354, Px=-0.0536163, Py=-0.0949765, Pz=-0.0554545
π+ four-vector: E=0.289279, Px=0.250325, Py=0.0410835, Pz=0.00332603
π- four-vector: E=0.206577, Px=-0.0926959, Py=0.12082, Pz=-0.0127694
γ1 four-vector: E=0.120601, Px=-0.0907444, Py=-0.0537136, Pz=-0.0585227
γ2 four-vector: E=0.0550845, Px=-0.0267812, Py=-0.0415466, Pz=0.0243095
π+ four-vector: E=0.307949, Px=0.017094, Py=-0.253926, Pz=-0.103637
π- four-vector: E=0.157884, Px=0.0124646, Py=0.0497361, Pz=-0.054566
γ1 four-vector: E=0.039914, Px=0.00526249, Py=-0.0139063, Pz=0.0370411
γ2 four-vector: E=0.253264, Px=-0.0592929, Py=0.210807, Pz=0.127231
π+ four-vector: E=0.337085, Px=0.208945, Py=0.210154, Pz=-0.0805153
π- four-vector: E=0.181515, Px=-0.0644623, Py=-0.0308311, Pz=0.0923089
γ1 four-vector: E=0.108606, Px=-0.0178948, Py=-0.103234, Pz=0.0285994
γ2 four-vector: E=0.173529, Px=-0.118359, Py=-0.0997838, Pz=-0.078401
π+ four-vector: E=0.201431, Px=-0.0130707, Py=-0.0744527, Pz=-0.124656
π- four-vector: E=0.23257, Px=0.152004, Py=-0.0169708, Pz=-0.106653
γ1 four-vector: E=0.151476, Px=-0.0395077, Py=-0.00433931, Pz=0.146168
γ2 four-vector: E=0.187934, Px=-0.112864, Py=0.101799, Pz=0.110534
π+ four-vector: E=0.265632, Px=0.176335, Py=-0.136874, Pz=0.0375611
π- four-vector: E=0.276989, Px=-0.18156, Py=-0.107189, Pz=0.113791
γ1 four-vector: E=0.075955, Px=0.0190649, Py=0.0733028, Pz=0.00569198
γ2 four-vector: E=0.133665, Px=-0.019579, Py=0.0841602, Pz=-0.10198
π+ four-vector: E=0.178759, Px=0.0386081, Py=0.00868054, Pz=0.105205
π- four-vector: E=0.311316, Px=0.261459, Py=-0.0881842, Pz=-0.0381996
γ1 four-vector: E=0.209265, Px=-0.181988, Py=0.0307524, Pz=-0.0986219
γ2 four-vector: E=0.156732, Px=-0.133425, Py=0.0758781, Pz=0.0317074
π+ four-vector: E=0.275369, Px=0.0552342, Py=-0.193133, Pz=0.127104
π- four-vector: E=0.340772, Px=-0.162717, Py=0.259552, Pz=-0.0544112
γ1 four-vector: E=0.0801732, Px=0.0782909, Py=-0.01563, Pz=0.0073464
γ2 four-vector: E=0.0635253, Px=-0.0305918, Py=-0.0501675, Pz=-0.0241419
π+ four-vector: E=0.33616, Px=-0.0647817, Py=0.297172, Pz=-0.0342715
π- four-vector: E=0.227048, Px=0.0766844, Py=-0.150053, Pz=0.0619151
γ1 four-vector: E=0.100119, Px=0.065835, Py=-0.0694438, Pz=-0.0294461
γ2 four-vector: E=0.131822, Px=-0.0727214, Py=-0.109792, Pz=-0.00585163
π+ four-vector: E=0.272181, Px=0.038091, Py=-0.0545815, Pz=0.224346
π- four-vector: E=0.327356, Px=-0.00206079, Py=0.00479, Pz=-0.296334
γ1 four-vector: E=0.210788, Px=-0.071343, Py=0.192072, Pz=0.049498
γ2 four-vector: E=0.0282901, Px=-0.0189812, Py=-0.0209635, Pz=0.000760135
π+ four-vector: E=0.337393, Px=-0.203839, Py=0.192604, Pz=-0.125961
π- four-vector: E=0.191617, Px=0.0347866, Py=-0.107845, Pz=0.067494
γ1 four-vector: E=0.00242041, Px=-0.000518247, Py=0.0020602, Pz=0.00115991
γ2 four-vector: E=0.252408, Px=0.245487, Py=0.00822254, Pz=0.0581217
π+ four-vector: E=0.176875, Px=-0.0209886, Py=0.0170105, Pz=-0.10599
π- four-vector: E=0.288369, Px=-0.107812, Py=0.206657, Pz=-0.0974949
γ1 four-vector: E=0.232932, Px=0.0281922, Py=-0.169168, Pz=0.157622
γ2 four-vector: E=0.0914204, Px=0.0733964, Py=-0.0535154, Pz=0.0103321
π+ four-vector: E=0.158744, Px=-0.0575066, Py=-0.0490256, Pz=-0.0129719
π- four-vector: E=0.311842, Px=0.138257, Py=0.00778954, Pz=-0.242381
γ1 four-vector: E=0.0478487, Px=0.0423791, Py=-0.00030227, Pz=0.022213
γ2 four-vector: E=0.286263, Px=-0.0547489, Py=0.0544853, Pz=0.275645
π+ four-vector: E=0.326688, Px=-0.0715815, Py=0.244907, Pz=0.149334
π- four-vector: E=0.159249, Px=0.075744, Py=0.00198746, Pz=0.017265
γ1 four-vector: E=0.283543, Px=0.0381744, Py=-0.240345, Pz=-0.145512
γ2 four-vector: E=0.0365177, Px=0.0179517, Py=0.0159077, Pz=-0.0275359
π+ four-vector: E=0.245923, Px=-0.131721, Py=-0.153508, Pz=-0.0155493
π- four-vector: E=0.241598, Px=-0.103128, Py=0.0994039, Pz=-0.136132
γ1 four-vector: E=0.206085, Px=0.170945, Py=0.0855389, Pz=0.0770204
γ2 four-vector: E=0.0523802, Px=0.0369912, Py=-0.0337644, Pz=0.0153396
π+ four-vector: E=0.237433, Px=-0.0759812, Py=-0.133476, Pz=0.116036
π- four-vector: E=0.29957, Px=0.0960956, Py=0.0557758, Pz=-0.24099
γ1 four-vector: E=0.0745624, Px=-0.013094, Py=-0.0380416, Pz=0.0627768
γ2 four-vector: E=0.242406, Px=-0.0073243, Py=-0.026499, Pz=0.240842
π+ four-vector: E=0.284223, Px=0.23238, Py=0.0235683, Pz=-0.0831001
π- four-vector: E=0.28045, Px=-0.1547, Py=-0.118024, Pz=0.146526
γ1 four-vector: E=0.0341444, Px=0.0185176, Py=0.00294356, Pz=-0.0285355
γ2 four-vector: E=0.0272785, Px=0.0113995, Py=0.0138549, Pz=0.0205477
π+ four-vector: E=0.235259, Px=0.0397427, Py=0.0085113, Pz=0.185402
π- four-vector: E=0.305797, Px=-0.141954, Py=0.0578441, Pz=-0.225153
γ1 four-vector: E=0.0496954, Px=0.0240199, Py=0.0340181, Pz=0.0271192
γ2 four-vector: E=0.01, Px=0.00698666, Py=-0.00113443, Pz=-0.00706397
π+ four-vector: E=0.33332, Px=0.119702, Py=-0.206522, Pz=0.186551
π- four-vector: E=0.164919, Px=0.0295459, Py=0.0384156, Pz=-0.074355
γ1 four-vector: E=0.0346702, Px=-0.00910492, Py=0.0333539, Pz=-0.00257702
γ2 four-vector: E=0.01, Px=-0.00246783, Py=-0.000327215, Pz=0.00968518
π+ four-vector: E=0.261076, Px=0.123329, Py=-0.169429, Pz=-0.0701689
π- four-vector: E=0.198219, Px=0.0329592, Py=-0.0693631, Pz=0.118626
γ1 four-vector: E=0.01, Px=0.00494355, Py=-0.000479586, Pz=-0.00867936
γ2 four-vector: E=0.01, Px=0.00896259, Py=0.00412059, Pz=0.00164094
π+ four-vector: E=0.28124, Px=0.0634447, Py=0.209939, Pz=0.108053
π- four-vector: E=0.317062, Px=-0.0845712, Py=-0.269495, Pz=-0.037775
γ1 four-vector: E=0.0704317, Px=-0.00182135, Py=0.00928484, Pz=-0.0697933
γ2 four-vector: E=0.185231, Px=-0.158089, Py=0.00233245, Pz=0.0965031
π+ four-vector: E=0.294392, Px=-0.196905, Py=0.168732, Pz=-0.0101554
π- four-vector: E=0.337068, Px=0.236604, Py=-0.190424, Pz=-0.0452834
γ1 four-vector: E=0.01, Px=0.00577627, Py=0.00171111, Pz=0.00798165
γ2 four-vector: E=0.170062, Px=-0.0964667, Py=-0.0118096, Pz=0.139556
π+ four-vector: E=0.312071, Px=-0.214617, Py=-0.058277, Pz=0.169147
π- four-vector: E=0.276457, Px=0.123257, Py=0.169967, Pz=-0.114131
γ1 four-vector: E=0.738064, Px=-0.505525, Py=-0.200882, Pz=-0.498828
γ2 four-vector: E=0.0125782, Px=0.00238384, Py=-0.00574517, Pz=-0.0109326
π+ four-vector: E=0.314731, Px=-0.252623, Py=-0.125988, Pz=0.00661274
π- four-vector: E=0.156437, Px=0.0552114, Py=-0.014534, Pz=0.0434985
γ1 four-vector: E=0.265853, Px=0.0890197, Py=0.113561, Pz=-0.223287
γ2 four-vector: E=0.0935072, Px=-0.0826364, Py=-0.0330984, Pz=0.0286235
π+ four-vector: E=0.318348, Px=-0.192351, Py=-0.170024, Pz=-0.126955
π- four-vector: E=0.319169, Px=0.1837, Py=0.168286, Pz=0.143115
γ1 four-vector: E=0.019804, Px=0.0128548, Py=0.010061, Pz=0.0112129
γ2 four-vector: E=0.477761, Px=-0.0751735, Py=0.339862, Pz=0.32726
π+ four-vector: E=0.244822, Px=-0.130026, Py=0.0887079, Pz=-0.12586
π- four-vector: E=0.303858, Px=-0.0808771, Py=-0.23351, Pz=0.109274
γ1 four-vector: E=0.01, Px=0.00653463, Py=-0.00287073, Pz=-0.00700411
γ2 four-vector: E=0.05803, Px=-0.00167841, Py=0.00213706, Pz=0.0579663
π+ four-vector: E=0.298636, Px=0.240497, Py=0.102358, Pz=-0.0393226
π- four-vector: E=0.23544, Px=-0.149186, Py=0.0515927, Pz=0.105795
γ1 four-vector: E=0.0859886, Px=-0.0287954, Py=0.017325, Pz=-0.07915
γ2 four-vector: E=0.848665, Px=0.0935858, Py=0.141199, Pz=-0.831587
π+ four-vector: E=0.303108, Px=0.23213, Py=0.0353441, Pz=-0.131983
π- four-vector: E=0.302569, Px=-0.237416, Py=-0.121253, Pz=0.0340342
γ1 four-vector: E=0.176691, Px=0.102755, Py=-0.140514, Pz=0.0302831
γ2 four-vector: E=0.501388, Px=0.380592, Py=-0.318987, Pz=0.0691876
π+ four-vector: E=0.281415, Px=0.119044, Py=0.196328, Pz=-0.0846018
π- four-vector: E=0.195128, Px=0.04038, Py=-0.11973, Pz=-0.0528034
γ1 four-vector: E=0.247908, Px=-0.0760558, Py=0.198219, Pz=-0.127997
γ2 four-vector: E=0.0134365, Px=0.0132664, Py=0.00154554, Pz=0.00146754
π+ four-vector: E=0.168271, Px=0.0189657, Py=0.0916588, Pz=0.0152647
π- four-vector: E=0.323571, Px=-0.133614, Py=-0.254773, Pz=0.0511388
γ1 four-vector: E=0.280803, Px=-0.278296, Py=-0.0179347, Pz=0.0328625
γ2 four-vector: E=0.0285106, Px=-0.00987229, Py=0.0167931, Pz=0.0208179
π+ four-vector: E=0.281858, Px=-0.163412, Py=0.161077, Pz=-0.0864524
π- four-vector: E=0.215756, Px=-0.0144087, Py=-0.160722, Pz=0.0345015
γ1 four-vector: E=0.0710074, Px=0.0310896, Py=-0.0225478, Pz=0.0597252
γ2 four-vector: E=0.0176374, Px=-0.00716628, Py=-0.0133257, Pz=0.00906358
π+ four-vector: E=0.245789, Px=-0.133677, Py=-0.127573, Pz=0.0833466
π- four-vector: E=0.21004, Px=0.0453394, Py=-0.0508286, Pz=0.141973
γ1 four-vector: E=0.221837, Px=-0.213215, Py=-0.010436, Pz=-0.0603497
γ2 four-vector: E=0.218118, Px=-0.0590414, Py=0.195149, Pz=0.077501
π+ four-vector: E=0.245735, Px=-0.161002, Py=-0.0235027, Pz=-0.120791
π- four-vector: E=0.21413, Px=-0.153996, Py=-0.00508042, Pz=0.0528213
γ1 four-vector: E=0.0942549, Px=-0.0318942, Py=-0.00660482, Pz=0.0884484
γ2 four-vector: E=0.857632, Px=0.321583, Py=-0.661152, Pz=-0.441582
π+ four-vector: E=0.177984, Px=0.0487591, Py=0.0328246, Pz=0.0943527
π- four-vector: E=0.361887, Px=-0.0762048, Py=-0.211494, Pz=-0.247193
γ1 four-vector: E=0.0517158, Px=0.0019736, Py=0.0132879, Pz=0.0499406
γ2 four-vector: E=0.0631536, Px=0.0566714, Py=-0.0108733, Pz=-0.0256613
π+ four-vector: E=0.328168, Px=-0.283389, Py=0.0827574, Pz=-0.0348523
π- four-vector: E=0.318084, Px=0.187113, Py=-0.150736, Pz=0.155318
γ1 four-vector: E=0.201814, Px=0.124041, Py=-0.157694, Pz=0.0218026
γ2 four-vector: E=0.01, Px=-0.000372559, Py=0.0011101, Pz=0.00993121
π+ four-vector: E=0.328587, Px=0.129157, Py=0.26594, Pz=-0.0352549
π- four-vector: E=0.282103, Px=-0.155378, Py=-0.189495, Pz=-0.0145091
γ1 four-vector: E=0.279173, Px=-0.279075, Py=0.00371133, Pz=0.00639928
γ2 four-vector: E=0.0465568, Px=0.000475106, Py=-0.0419022, Pz=-0.0202858
π+ four-vector: E=0.319103, Px=0.0983082, Py=-0.209612, Pz=0.170011
π- four-vector: E=0.270311, Px=-0.0738489, Py=0.219757, Pz=-0.00056405
γ1 four-vector: E=0.88151, Px=0.48386, Py=0.583825, Pz=0.449541
γ2 four-vector: E=0.0348482, Px=-0.00364338, Py=-0.0262271, Pz=-0.0226552
π+ four-vector: E=0.172574, Px=-0.0921142, Py=-0.00897849, Pz=0.0435322
π- four-vector: E=0.292057, Px=0.131038, Py=-0.102704, Pz=0.195594
γ1 four-vector: E=0.102917, Px=-0.0710861, Py=0.0682645, Pz=0.029643
γ2 four-vector: E=0.847169, Px=-0.176579, Py=-0.243657, Pz=-0.791925
π+ four-vector: E=0.200061, Px=-0.0736233, Py=-0.0753176, Pz=-0.0980317
π- four-vector: E=0.251979, Px=0.173499, Py=-0.0872223, Pz=-0.0803923
γ1 four-vector: E=0.0190374, Px=-0.0151162, Py=-0.00904609, Pz=-0.0072174
γ2 four-vector: E=0.373072, Px=0.0322335, Py=0.340773, Pz=-0.148383
π+ four-vector: E=0.174471, Px=0.0606622, Py=-0.0142428, Pz=-0.0850673
π- four-vector: E=0.327358, Px=-0.241901, Py=0.0517248, Pz=0.16325
γ1 four-vector: E=0.192147, Px=0.086789, Py=-0.103425, Pz=-0.136716
γ2 four-vector: E=0.70675, Px=-0.00770046, Py=-0.243501, Pz=0.663433
π+ four-vector: E=0.330214, Px=0.28348, Py=0.00087527, Pz=-0.0967412
π- four-vector: E=0.169299, Px=-0.0427864, Py=-0.0207913, Pz=0.0841317
γ1 four-vector: E=0.210894, Px=0.121482, Py=-0.16265, Pz=-0.0571253
γ2 four-vector: E=0.0987816, Px=0.065251, Py=0.0647181, Pz=-0.0362172
π+ four-vector: E=0.260195, Px=0.0956813, Py=-0.0954173, Pz=-0.173554
π- four-vector: E=0.27016, Px=-0.0186287, Py=-0.115662, Pz=0.199852
γ1 four-vector: E=0.151515, Px=0.00944288, Py=-0.0503409, Pz=0.142596
γ2 four-vector: E=0.368143, Px=-0.327988, Py=-0.0570858, Pz=0.157145
π+ four-vector: E=0.231758, Px=-0.101552, Py=0.0848856, Pz=-0.129894
π- four-vector: E=0.289142, Px=0.166473, Py=0.0449658, Pz=0.185868
γ1 four-vector: E=0.264424, Px=-0.0968386, Py=-0.0785037, Pz=0.233194
γ2 four-vector: E=0.207438, Px=-0.0801406, Py=0.0153966, Pz=0.190712
π+ four-vector: E=0.198596, Px=-0.0362398, Py=0.134576, Pz=-0.0263673
π- four-vector: E=0.236739, Px=0.0109857, Py=0.0566501, Pz=-0.182741
γ1 four-vector: E=0.42889, Px=-0.079017, Py=0.094146, Pz=-0.4109
γ2 four-vector: E=0.091966, Px=0.0350477, Py=-0.0607698, Pz=0.0594678
π+ four-vector: E=0.288753, Px=0.210188, Py=0.121757, Pz=-0.0710874
π- four-vector: E=0.294313, Px=-0.167444, Py=-0.167253, Pz=-0.106246
γ1 four-vector: E=0.01, Px=-0.00735717, Py=0.00199587, Pz=-0.00647213
γ2 four-vector: E=0.01, Px=-0.00618664, Py=-0.00385522, Pz=0.00684564
π+ four-vector: E=0.21465, Px=-0.083256, Py=0.111547, Pz=0.0859029
π- four-vector: E=0.225695, Px=-0.127191, Py=0.119287, Pz=0.0347918
γ1 four-vector: E=0.0118176, Px=0.000442118, Py=4.74734e-05, Pz=-0.0118092
γ2 four-vector: E=0.0127762, Px=0.00263651, Py=0.0099214, Pz=0.00760561
π+ four-vector: E=0.173749, Px=-0.0791389, Py=-0.0678589, Pz=-0.000301078
π- four-vector: E=0.353571, Px=-0.0285069, Py=0.19349, Pz=-0.259694
γ1 four-vector: E=0.0373425, Px=-0.0131077, Py=-0.00233494, Pz=-0.0348884
γ2 four-vector: E=0.315139, Px=-0.0140437, Py=0.0741528, Pz=-0.305968
π+ four-vector: E=0.281327, Px=0.0766164, Py=-0.172175, Pz=-0.155915
π- four-vector: E=0.250952, Px=-0.0701013, Py=-0.0491301, Pz=0.190599
γ1 four-vector: E=0.046119, Px=0.022354, Py=-0.0214583, Pz=-0.0341585
γ2 four-vector: E=0.249811, Px=0.0173549, Py=0.0127519, Pz=-0.248881
π+ four-vector: E=0.312376, Px=0.0814735, Py=-0.0310072, Pz=0.265816
π- four-vector: E=0.221605, Px=-0.150698, Py=-0.0315027, Pz=-0.0780081
γ1 four-vector: E=0.775726, Px=0.0240718, Py=-0.636165, Pz=0.443244
γ2 four-vector: E=0.0214247, Px=0.0192988, Py=-0.00187384, Pz=-0.00911398
π+ four-vector: E=0.345876, Px=0.156639, Py=0.270147, Pz=0.0528569
π- four-vector: E=0.29888, Px=-0.149967, Py=-0.205448, Pz=-0.0728653
γ1 four-vector: E=0.0216061, Px=-0.00141661, Py=-0.0206983, Pz=0.00603287
γ2 four-vector: E=0.01, Px=0.00329656, Py=-0.0035185, Pz=0.00876087
π+ four-vector: E=0.316567, Px=0.088233, Py=0.0145451, Pz=-0.269995
π- four-vector: E=0.29605, Px=-0.0631317, Py=0.0504073, Pz=0.248592
γ1 four-vector: E=0.252193, Px=-0.219171, Py=0.0149806, Pz=-0.123858
γ2 four-vector: E=0.689442, Px=0.532334, Py=0.322202, Pz=0.296877
π+ four-vector: E=0.212036, Px=0.0609407, Py=-0.107375, Pz=0.101957
π- four-vector: E=0.314242, Px=0.230896, Py=0.0928532, Pz=-0.13226
γ1 four-vector: E=0.01, Px=-0.00577296, Py=-0.00659634, Pz=-0.00481262
γ2 four-vector: E=0.210265, Px=0.193171, Py=0.0771344, Pz=-0.0307691
π+ four-vector: E=0.321328, Px=0.253265, Py=0.100045, Pz=-0.0988864
π- four-vector: E=0.17204, Px=-0.0997624, Py=0.0170888, Pz=0.00568434
γ1 four-vector: E=0.457856, Px=0.0122261, Py=0.0348924, Pz=-0.456361
γ2 four-vector: E=0.227324, Px=0.0629295, Py=0.0755368, Pz=-0.204964
π+ four-vector: E=0.289944, Px=0.0837943, Py=-0.151745, Pz=-0.186276
π- four-vector: E=0.1961, Px=-0.101365, Py=0.0450919, Pz=-0.0826202
γ1 four-vector: E=0.0506189, Px=0.0334452, Py=-0.0186204, Pz=-0.0331206
γ2 four-vector: E=0.948373, Px=-0.168671, Py=-0.742262, Pz=0.565693
π+ four-vector: E=0.302272, Px=0.209267, Py=-0.158242, Pz=-0.0566907
π- four-vector: E=0.299139, Px=-0.0813349, Py=0.248326, Pz=-0.0433795
γ1 four-vector: E=0.0366359, Px=0.0169158, Py=-0.0114399, Pz=0.0304167
γ2 four-vector: E=0.411555, Px=-0.0896019, Py=0.185773, Pz=-0.356142
π+ four-vector: E=0.183163, Px=-0.0544189, Py=-0.0645451, Pz=-0.0842625
π- four-vector: E=0.28616, Px=-0.0966476, Py=-0.0857641, Pz=0.214173
γ1 four-vector: E=0.01, Px=-0.000448766, Py=-0.00851642, Pz=-0.00522199
γ2 four-vector: E=0.127361, Px=-0.0894986, Py=-0.0865733, Pz=0.026758
π+ four-vector: E=0.281521, Px=-0.100243, Py=-0.197545, Pz=0.104213
π- four-vector: E=0.311468, Px=0.104306, Py=0.249885, Pz=0.0661005
γ1 four-vector: E=0.59293, Px=-0.00903066, Py=-0.0346728, Pz=-0.591847
γ2 four-vector: E=0.326201, Px=0.04037, Py=-0.116064, Pz=0.30217
π+ four-vector: E=0.220612, Px=0.0962508, Py=0.129298, Pz=0.0580205
π- four-vector: E=0.264796, Px=0.173928, Py=-0.0209958, Pz=-0.141789
γ1 four-vector: E=0.0143294, Px=0.000321318, Py=-0.00141078, Pz=0.0142561
γ2 four-vector: E=0.01, Px=0.00169547, Py=0.000463018, Pz=0.00984434
π+ four-vector: E=0.1524, Px=-0.0503962, Py=0.00880235, Pz=0.035881
π- four-vector: E=0.355446, Px=0.0542624, Py=-0.0893627, Pz=-0.309985
γ1 four-vector: E=0.627556, Px=0.0721833, Py=0.0245304, Pz=0.622908
γ2 four-vector: E=0.01, Px=0.00252089, Py=-0.00422337, Pz=0.00870679
π+ four-vector: E=0.337163, Px=0.114211, Py=-0.264999, Pz=0.105305
π- four-vector: E=0.171957, Px=-0.0880302, Py=0.0459629, Pz=-0.0196525
γ1 four-vector: E=0.0116427, Px=0.00702077, Py=-0.00549554, Pz=-0.0074873
γ2 four-vector: E=0.0107173, Px=0.00052073, Py=0.00976575, Pz=-0.00438399
π+ four-vector: E=0.224081, Px=-0.0435033, Py=0.0628708, Pz=0.15826
π- four-vector: E=0.216512, Px=-0.0937848, Py=-0.0814887, Pz=0.110093
γ1 four-vector: E=0.706784, Px=-0.264445, Py=-0.641298, Pz=-0.135464
γ2 four-vector: E=0.237637, Px=-0.0258515, Py=-0.0424479, Pz=0.232382
π+ four-vector: E=0.307111, Px=0.250463, Py=-0.10391, Pz=0.0383029
π- four-vector: E=0.169948, Px=-0.0294474, Py=0.0526382, Pz=0.0769646
γ1 four-vector: E=0.0788248, Px=-0.00803509, Py=-0.0782408, Pz=0.00521243
γ2 four-vector: E=0.01, Px=-0.00207889, Py=-0.00955998, Pz=-0.00207002
π+ four-vector: E=0.307748, Px=0.130349, Py=0.0665559, Pz=0.232308
π- four-vector: E=0.285698, Px=-0.180074, Py=0.0296011, Pz=-0.170292
γ1 four-vector: E=0.0158691, Px=-0.0111884, Py=-0.0091535, Pz=-0.00654675
γ2 four-vector: E=0.11699, Px=0.0235274, Py=0.113933, Pz=-0.0123506
π+ four-vector: E=0.264844, Px=-0.211023, Py=-0.0119514, Pz=0.078408
π- four-vector: E=0.253378, Px=0.122023, Py=-0.133649, Pz=0.110126
γ1 four-vector: E=0.254802, Px=0.204079, Py=-0.0211592, Pz=-0.151089
γ2 four-vector: E=0.01, Px=0.00603439, Py=0.00055557, Pz=-0.00795471
π+ four-vector: E=0.27734, Px=0.20853, Py=0.0817396, Pz=0.0861991
π- four-vector: E=0.25019, Px=-0.068125, Py=0.0533162, Pz=-0.189184
γ1 four-vector: E=0.0533535, Px=0.0109286, Py=0.0513392, Pz=0.00956268
γ2 four-vector: E=0.258918, Px=-0.0952054, Py=-0.240777, Pz=0.000852075
π+ four-vector: E=0.287443, Px=0.150117, Py=-0.201006, Pz=0.0190718
π- four-vector: E=0.159395, Px=0.0302317, Py=-0.0457723, Pz=-0.0554674
γ1 four-vector: E=0.01, Px=-0.0049243, Py=0.000447374, Pz=-0.00869201
γ2 four-vector: E=0.01, Px=-0.00609313, Py=0.00760261, Pz=0.00225258
π+ four-vector: E=0.262333, Px=0.204911, Py=-0.0471922, Pz=0.0726797
π- four-vector: E=0.358065, Px=-0.325575, Py=-0.0519793, Pz=-0.0137312
γ1 four-vector: E=0.112035, Px=-0.102246, Py=0.00613884, Pz=-0.0453848
γ2 four-vector: E=0.0823964, Px=-0.0191003, Py=0.0798709, Pz=0.00670796
π+ four-vector: E=0.314172, Px=-0.120874, Py=0.220823, Pz=0.126528
π- four-vector: E=0.230543, Px=0.174443, Py=-0.0455778, Pz=-0.0363467
γ1 four-vector: E=0.01, Px=0.0033195, Py=-0.00924404, Pz=-0.00187846
γ2 four-vector: E=0.21868, Px=-0.214845, Py=-0.00217405, Pz=-0.0407157
π+ four-vector: E=0.191843, Px=-0.0974845, Py=-0.0718922, Pz=0.0530174
π- four-vector: E=0.23088, Px=-0.0857439, Py=0.0186357, Pz=0.162127
γ1 four-vector: E=0.01, Px=-0.00372151, Py=0.00788, Pz=0.00490469
γ2 four-vector: E=0.01, Px=-0.00911418, Py=0.00339607, Pz=0.00232343
π+ four-vector: E=0.26558, Px=0.151681, Py=-0.0599708, Pz=-0.15687
π- four-vector: E=0.286739, Px=-0.0824201, Py=0.0375705, Pz=0.233867
γ1 four-vector: E=0.01, Px=-0.00699982, Py=-0.00439183, Pz=0.00563155
γ2 four-vector: E=0.588134, Px=0.375423, Py=0.257385, Pz=0.372441
π+ four-vector: E=0.19118, Px=0.0110292, Py=0.00372207, Pz=-0.130742
π- four-vector: E=0.348059, Px=-0.0933846, Py=-0.0293171, Pz=0.303717
γ1 four-vector: E=0.01, Px=-0.00247067, Py=-0.00968556, Pz=-0.0002929
γ2 four-vector: E=0.519406, Px=-0.474337, Py=-0.108268, Pz=-0.181837
π+ four-vector: E=0.234986, Px=-0.100378, Py=0.152766, Pz=-0.0498448
π- four-vector: E=0.309891, Px=-0.0538315, Py=-0.271431, Pz=0.0117812
γ1 four-vector: E=0.290482, Px=-0.263268, Py=0.0682588, Pz=0.102033
γ2 four-vector: E=0.147448, Px=0.0260741, Py=0.0612835, Pz=0.13155
π+ four-vector: E=0.289125, Px=-0.205087, Py=0.129596, Pz=0.0735951
π- four-vector: E=0.205708, Px=0.0882988, Py=0.104472, Pz=-0.0654498
γ1 four-vector: E=0.83321, Px=0.221835, Py=-0.166401, Pz=-0.785709
γ2 four-vector: E=0.0294971, Px=8.77307e-05, Py=-0.000390283, Pz=0.0294944
