=========================================
                 ERSAP DPE               
=========================================
 Name             = 10.90.0.1%8210_cpp
 Date             = 2026-02-06 09:37:07
 Version          = 4.3
 Lang             = C++

 Proxy Host       = 10.90.0.1
 Proxy Port       = 8210

 FrontEnd Host    = 10.90.0.1
 FrontEnd Port    = 8200
 FrontEnd Lang    = Java
=========================================
2026-02-06 09:37:10: started container = 10.90.0.1%8210_cpp:gurjyan
2026-02-06 09:37:10: created service = 10.90.0.1%8210_cpp:gurjyan:haidis pool_size = 128
2026-02-06 09:37:11: started service = 10.90.0.1%8210_cpp:gurjyan:haidis
π+ four-vector: E=0.16268, Px=-0.0553506, Py=-0.00241351, Pz=0.06383
π+ four-vector: E=0.174789, Px=-0.0260934, Py=-0.0820054, Pz=0.0618431
π- four-vector: E=0.179399, Px=0.0492383, Py=0.0840789, Pz=0.0580447
γ1 four-vector: E=0.0200286, Px=-0.0119376, Py=-0.0129834, Pz=0.00949052
γ2 four-vector: E=0.475711, Px=-0.353564, Py=-0.0568856, Pz=0.313141
π+ four-vector: E=0.18572, Px=0.114335, Py=0.0330564, Pz=0.0317133
π- four-vector: E=0.184003, Px=-0.042514, Py=-0.0676063, Pz=-0.0903209
γ1 four-vector: E=0.384591, Px=0.355266, Py=0.0482061, Pz=0.139185
γ2 four-vector: E=0.01, Px=9.1048e-05, Py=-0.000418698, Pz=0.00999082
π+ four-vector: E=0.202855, Px=-0.120674, Py=0.0658786, Pz=0.0541032
π- four-vector: E=0.157322, Px=0.0538991, Py=-0.0358148, Pz=0.0352345
γ1 four-vector: E=0.0185206, Px=-0.0152641, Py=-0.00878118, Pz=-0.00573674
γ2 four-vector: E=0.0619502, Px=0.00305026, Py=0.00131788, Pz=-0.061861
π+ four-vector: E=0.203677, Px=0.0613993, Py=-6.45082e-05, Pz=-0.135623
π- four-vector: E=0.157964, Px=-0.0217816, Py=0.0680449, Pz=0.0229595
γ1 four-vector: E=0.173508, Px=-0.0617781, Py=-0.0237405, Pz=-0.16039
γ2 four-vector: E=0.0116361, Px=0.000558399, Py=0.0046262, Pz=-0.0106623
π+ four-vector: E=0.161437, Px=-0.025272, Py=0.0577875, Pz=-0.0525628
π- four-vector: E=0.199024, Px=-0.076547, Py=-0.117982, Pz=0.0225859
γ1 four-vector: E=0.01, Px=-0.00809298, Py=0.00462301, Pz=0.00362373
γ2 four-vector: E=0.0322506, Px=0.00162364, Py=-0.00232793, Pz=0.0321255
π+ four-vector: E=0.206197, Px=0.0963353, Py=-0.0550914, Pz=0.104309
π- four-vector: E=0.202089, Px=-0.127601, Py=-0.00350149, Pz=-0.0722802
γ1 four-vector: E=0.505965, Px=0.45322, Py=-0.0400531, Pz=0.221331
γ2 four-vector: E=0.171491, Px=0.010179, Py=-0.0706628, Pz=0.155924
π+ four-vector: E=0.19482, Px=-0.0872601, Py=0.0899312, Pz=0.0541484
π- four-vector: E=0.194685, Px=0.127204, Py=-0.0330481, Pz=-0.0361701
γ1 four-vector: E=0.297293, Px=0.224357, Py=0.0195961, Pz=-0.194069
γ2 four-vector: E=0.136758, Px=0.0370488, Py=-5.83176e-08, Pz=-0.131644
π+ four-vector: E=0.167463, Px=-0.0407726, Py=-0.0491347, Pz=-0.0681638
π- four-vector: E=0.213047, Px=0.0760014, Py=0.0893437, Pz=0.110948
γ1 four-vector: E=0.0134099, Px=0.000671016, Py=-0.00923816, Pz=0.00969699
γ2 four-vector: E=0.184052, Px=0.00258134, Py=-0.153671, Pz=0.10126
π+ four-vector: E=0.202381, Px=-0.0549705, Py=-0.0597751, Pz=-0.122646
π- four-vector: E=0.1709, Px=0.0576558, Py=-0.0461926, Pz=0.066542
γ1 four-vector: E=0.205183, Px=0.0131567, Py=-0.0125013, Pz=-0.204379
γ2 four-vector: E=0.488232, Px=0.303926, Py=-0.0899722, Pz=-0.371354
π+ four-vector: E=0.178547, Px=-0.0716856, Py=0.0854146, Pz=-0.0111203
π- four-vector: E=0.178605, Px=0.0157239, Py=-0.0537903, Pz=0.0971503
γ1 four-vector: E=0.01, Px=-0.00276449, Py=0.00960979, Pz=-9.7491e-05
γ2 four-vector: E=0.0345594, Px=-0.0170902, Py=0.0045968, Pz=-0.0296841
π+ four-vector: E=0.192984, Px=0.0115363, Py=-0.092994, Pz=0.0956071
π- four-vector: E=0.172082, Px=-0.0164108, Py=0.0840321, Pz=0.0544114
γ1 four-vector: E=0.813405, Px=-0.507658, Py=0.0560223, Pz=0.633065
γ2 four-vector: E=0.01, Px=0.000787962, Py=0.00108803, Pz=-0.00990935
π+ four-vector: E=0.216352, Px=0.0124965, Py=0.0418678, Pz=0.159931
π- four-vector: E=0.191294, Px=-0.0265929, Py=-0.0438136, Pz=-0.121019
γ1 four-vector: E=0.25259, Px=-0.198135, Py=0.150837, Pz=-0.0423388
γ2 four-vector: E=0.01, Px=0.00274698, Py=0.0073878, Pz=0.00615423
π+ four-vector: E=0.208351, Px=-0.0498109, Py=0.146494, Pz=-0.0121523
π- four-vector: E=0.164459, Px=0.0186067, Py=-0.0810596, Pz=-0.0284431
γ1 four-vector: E=0.01, Px=-0.00183616, Py=-0.00165661, Pz=0.00968938
γ2 four-vector: E=0.01, Px=-0.00123002, Py=0.00204324, Pz=-0.00971145
π+ four-vector: E=0.172284, Px=-0.0307745, Py=0.0783407, Pz=0.0572416
π- four-vector: E=0.207379, Px=0.141076, Py=-0.0604173, Pz=0.0115103
γ1 four-vector: E=0.0331628, Px=0.00303984, Py=0.0067315, Pz=-0.0323298
γ2 four-vector: E=0.0714135, Px=-0.0331398, Py=-0.0336912, Pz=-0.0535401
π+ four-vector: E=0.163521, Px=0.059374, Py=-0.0623012, Pz=-0.00337404
π- four-vector: E=0.190146, Px=-0.0894909, Py=0.0464964, Pz=-0.0816332
γ1 four-vector: E=0.109547, Px=-0.00647712, Py=0.0070156, Pz=0.10913
γ2 four-vector: E=0.166403, Px=-0.0226986, Py=0.139874, Pz=0.087235
π+ four-vector: E=0.197882, Px=-0.0671224, Py=-0.0353728, Pz=0.118657
π- four-vector: E=0.17697, Px=0.0378883, Py=0.0923405, Pz=-0.0451122
γ1 four-vector: E=0.275717, Px=-0.0011047, Py=0.0378137, Pz=0.273109
γ2 four-vector: E=0.387134, Px=0.222444, Py=0.217458, Pz=-0.230442
π+ four-vector: E=0.159664, Px=0.0315032, Py=0.0370271, Pz=0.0617094
π- four-vector: E=0.228296, Px=-0.148511, Py=-0.00267832, Pz=-0.103612
γ1 four-vector: E=0.117374, Px=0.102616, Py=0.0293192, Pz=0.0488567
γ2 four-vector: E=0.0267829, Px=0.00451063, Py=-0.00825542, Pz=-0.0250764
π+ four-vector: E=0.15688, Px=-0.0103583, Py=-0.071472, Pz=0.00864183
π- four-vector: E=0.215595, Px=0.0985658, Py=0.127622, Pz=-0.0340249
γ1 four-vector: E=0.053242, Px=0.0066316, Py=-0.0144397, Pz=0.0508156
γ2 four-vector: E=0.624664, Px=0.0644976, Py=0.61938, Pz=0.0491333
π+ four-vector: E=0.164756, Px=0.0649236, Py=0.0217999, Pz=0.0559741
π- four-vector: E=0.217396, Px=-0.0641808, Py=-0.054158, Pz=-0.144526
γ1 four-vector: E=0.127192, Px=-0.0454065, Py=0.116913, Pz=-0.021152
γ2 four-vector: E=0.427916, Px=0.115567, Py=-0.280086, Pz=-0.302172
π+ four-vector: E=0.195124, Px=0.00640228, Py=0.136571, Pz=-0.00773962
π- four-vector: E=0.172489, Px=-0.0340179, Py=-0.0796784, Pz=-0.0540892
γ1 four-vector: E=0.9487, Px=0.29793, Py=-0.135723, Pz=0.89042
γ2 four-vector: E=0.0191739, Px=0.00529678, Py=-0.0145833, Pz=-0.0112654
π+ four-vector: E=0.21583, Px=0.141704, Py=0.0691119, Pz=-0.0490421
π- four-vector: E=0.165341, Px=-0.0481453, Py=-0.0752029, Pz=0.00657204
γ1 four-vector: E=0.018685, Px=-0.0121908, Py=0.00204, Pz=0.0140125
γ2 four-vector: E=0.0614521, Px=-0.00852768, Py=-0.0408962, Pz=0.0450682
π+ four-vector: E=0.158534, Px=0.0589276, Py=0.0481053, Pz=0.00504678
π- four-vector: E=0.201127, Px=-0.127188, Py=-0.0526515, Pz=-0.0467127
γ1 four-vector: E=0.372962, Px=-0.108644, Py=0.163719, Pz=0.317006
γ2 four-vector: E=0.0886505, Px=0.019035, Py=0.0310689, Pz=0.0808165
π+ four-vector: E=0.180632, Px=-0.0173854, Py=0.0370454, Pz=-0.107854
π- four-vector: E=0.178842, Px=-0.0903102, Py=-0.023185, Pz=0.0630073
γ1 four-vector: E=0.0156712, Px=-0.00111014, Py=0.00596476, Pz=-0.014449
γ2 four-vector: E=0.0163342, Px=-0.00324817, Py=-0.0158135, Pz=-0.00248796
π+ four-vector: E=0.187981, Px=-0.0118543, Py=0.025435, Pz=-0.123403
π- four-vector: E=0.157091, Px=0.0421042, Py=0.0591267, Pz=0.00937177
γ1 four-vector: E=0.0473566, Px=0.00480236, Py=0.0455565, Pz=-0.0120078
γ2 four-vector: E=0.502521, Px=-0.0211821, Py=-0.0536795, Pz=-0.499196
π+ four-vector: E=0.187843, Px=0.12479, Py=0.0197849, Pz=0.000451427
π- four-vector: E=0.211847, Px=-0.155706, Py=-0.000860516, Pz=0.036239
γ1 four-vector: E=0.206075, Px=0.0722169, Py=-0.173016, Pz=-0.0855416
γ2 four-vector: E=0.173062, Px=0.061721, Py=-0.126722, Pz=0.100412
π+ four-vector: E=0.214954, Px=0.0931261, Py=-0.104308, Pz=-0.0856249
π- four-vector: E=0.173187, Px=-0.0706147, Py=0.034802, Pz=0.0668958
γ1 four-vector: E=0.0820254, Px=-0.0489342, Py=0.000745158, Pz=0.0658259
γ2 four-vector: E=0.0556816, Px=0.0494201, Py=-0.0153248, Pz=0.0205729
π+ four-vector: E=0.168488, Px=0.0332821, Py=0.0891723, Pz=0.00278113
π- four-vector: E=0.191214, Px=0.11683, Py=-0.0375902, Pz=-0.0466841
γ1 four-vector: E=0.01, Px=-0.00666247, Py=0.00599086, Pz=0.00444084
γ2 four-vector: E=0.0431951, Px=-0.0408475, Py=-0.011731, Pz=-0.00772501
π+ four-vector: E=0.165956, Px=0.0853411, Py=-0.0299618, Pz=-0.00629231
π- four-vector: E=0.197472, Px=-0.0586257, Py=-0.0484931, Pz=0.117837
γ1 four-vector: E=0.522987, Px=0.429755, Py=-0.0280659, Pz=0.296713
γ2 four-vector: E=0.0100738, Px=-0.00109737, Py=-0.0062449, Pz=0.007828
π+ four-vector: E=0.184, Px=0.0631809, Py=-0.0983515, Pz=-0.0294994
π- four-vector: E=0.197422, Px=-0.0554044, Py=0.0798152, Pz=0.101067
γ1 four-vector: E=0.100421, Px=0.0515917, Py=0.0850178, Pz=0.0139529
γ2 four-vector: E=0.0108164, Px=-0.00173495, Py=0.00394968, Pz=-0.00991886
π+ four-vector: E=0.151541, Px=0.0524721, Py=0.00923022, Pz=0.0283739
π- four-vector: E=0.23428, Px=-0.137571, Py=-0.0798254, Pz=-0.101332
γ1 four-vector: E=0.372739, Px=-0.143225, Py=-0.332487, Pz=-0.0887329
γ2 four-vector: E=0.01, Px=-0.0098492, Py=0.0011536, Pz=-0.00128933
π+ four-vector: E=0.176264, Px=-0.0978745, Py=0.0354173, Pz=0.0302346
π- four-vector: E=0.206709, Px=0.0327904, Py=-0.00164178, Pz=-0.149431
γ1 four-vector: E=0.015168, Px=-0.0132581, Py=-0.00588862, Pz=-0.00442862
γ2 four-vector: E=0.0354833, Px=-0.00723226, Py=0.00948441, Pz=-0.0334186
π+ four-vector: E=0.205666, Px=0.0429045, Py=0.127247, Pz=-0.0703204
π- four-vector: E=0.310948, Px=0.212611, Py=-0.179315, Pz=-0.00320852
γ1 four-vector: E=0.094487, Px=-0.0625845, Py=0.0349485, Pz=0.0615595
γ2 four-vector: E=0.152518, Px=-0.150697, Py=-0.00636447, Pz=-0.0226212
π+ four-vector: E=0.329813, Px=0.259483, Py=0.109185, Pz=-0.101008
π- four-vector: E=0.221065, Px=-0.126961, Py=-0.0836338, Pz=-0.0802173
γ1 four-vector: E=0.125156, Px=0.0255946, Py=0.00873783, Pz=0.122199
γ2 four-vector: E=0.0696192, Px=-0.0647833, Py=-0.0128772, Pz=0.0220032
π+ four-vector: E=0.294761, Px=0.0531814, Py=0.0229403, Pz=0.253394
π- four-vector: E=0.249616, Px=0.0968815, Py=0.0715544, Pz=-0.168763
γ1 four-vector: E=0.0926909, Px=-0.0180159, Py=-0.0836708, Pz=-0.0355841
γ2 four-vector: E=0.139184, Px=-0.136837, Py=0.0103097, Pz=-0.0232702
π+ four-vector: E=0.151013, Px=-0.0313697, Py=0.0498097, Pz=-0.00433731
π- four-vector: E=0.307738, Px=-0.249992, Py=-0.0539116, Pz=-0.0998959
γ1 four-vector: E=0.173101, Px=0.132172, Py=-0.0332694, Pz=0.106714
γ2 four-vector: E=0.173804, Px=0.171435, Py=0.0275154, Pz=-0.00781006
π+ four-vector: E=0.327718, Px=0.0653274, Py=-0.161359, Pz=-0.240361
π- four-vector: E=0.324303, Px=-0.0671326, Py=0.157783, Pz=0.23759
γ1 four-vector: E=0.043744, Px=-0.0232145, Py=-0.0323127, Pz=0.0181802
γ2 four-vector: E=0.119185, Px=0.0396726, Py=0.112131, Pz=0.00760868
π+ four-vector: E=0.219256, Px=0.117677, Py=0.00123991, Pz=-0.122076
π- four-vector: E=0.223095, Px=0.156691, Py=0.0643449, Pz=0.0419275
γ1 four-vector: E=0.0431854, Px=-0.0389405, Py=-0.00383594, Pz=-0.0182729
γ2 four-vector: E=0.232497, Px=-0.191508, Py=-0.0312433, Pz=0.128075
π+ four-vector: E=0.222122, Px=0.0558476, Py=-0.0740224, Pz=-0.146352
π- four-vector: E=0.28012, Px=-0.19125, Py=0.0743309, Pz=0.130555
γ1 four-vector: E=0.261085, Px=0.245633, Py=0.0851057, Pz=0.0242217
γ2 four-vector: E=0.0062116, Px=-0.00573544, Py=0.000153881, Pz=-0.00238013
π+ four-vector: E=0.244315, Px=0.0718849, Py=0.100437, Pz=0.158473
π- four-vector: E=0.218957, Px=0.157357, Py=-0.0620837, Pz=0.00232464
γ1 four-vector: E=0.0509357, Px=-0.00773563, Py=0.00270196, Pz=-0.0502723
γ2 four-vector: E=0.232387, Px=-0.210118, Py=-0.0542844, Pz=-0.0831086
π+ four-vector: E=0.201071, Px=-0.0634904, Py=-0.0661585, Pz=0.112697
π- four-vector: E=0.290812, Px=0.059374, Py=0.246432, Pz=-0.0315691
γ1 four-vector: E=0.0202702, Px=-0.0100154, Py=0.00378133, Pz=0.0172126
γ2 four-vector: E=0.211947, Px=0.0390155, Py=-0.191377, Pz=-0.0823048
π+ four-vector: E=0.33301, Px=-0.214116, Py=0.193494, Pz=-0.091044
π- four-vector: E=0.268334, Px=0.177594, Py=-0.144324, Pz=0.0176926
γ1 four-vector: E=0.0490819, Px=-0.0441329, Py=0.021051, Pz=0.00426341
γ2 four-vector: E=0.0958979, Px=0.0221023, Py=-0.0924114, Pz=0.0129624
π+ four-vector: E=0.217091, Px=0.120831, Py=-0.0820391, Pz=0.0804784
π- four-vector: E=0.238607, Px=-0.111326, Py=-0.138765, Pz=0.0772214
γ1 four-vector: E=0.215582, Px=0.039206, Py=0.156204, Pz=-0.143313
γ2 four-vector: E=0.122106, Px=-0.0655408, Py=0.101392, Pz=-0.0182787
π+ four-vector: E=0.209905, Px=0.0421063, Py=0.080246, Pz=0.128556
π- four-vector: E=0.252686, Px=-0.146623, Py=0.127795, Pz=0.0818497
γ1 four-vector: E=0.205776, Px=0.0366496, Py=-0.174262, Pz=-0.103118
γ2 four-vector: E=0.127059, Px=0.0703117, Py=-0.0145411, Pz=-0.104827
π+ four-vector: E=0.329399, Px=-0.212431, Py=-0.204405, Pz=0.0476899
π- four-vector: E=0.219011, Px=0.151309, Py=0.0757613, Pz=0.00327757
γ1 four-vector: E=0.210252, Px=0.0713441, Py=0.191751, Pz=-0.0484522
γ2 four-vector: E=0.0262182, Px=-0.0157944, Py=-0.00843084, Pz=-0.0191534
π+ four-vector: E=0.286417, Px=0.157903, Py=-0.149898, Pz=0.123738
π- four-vector: E=0.338958, Px=-0.262736, Py=0.15689, Pz=-0.0438947
γ1 four-vector: E=0.108245, Px=0.0713348, Py=-0.0292971, Pz=-0.0759601
γ2 four-vector: E=0.0308614, Px=-0.00419805, Py=0.0163221, Pz=0.0258533
π+ four-vector: E=0.342299, Px=0.295398, Py=-0.0799195, Pz=-0.0648073
π- four-vector: E=0.21877, Px=-0.136084, Py=-0.0737533, Pz=0.0676839
γ1 four-vector: E=0.118611, Px=-0.0435074, Py=0.109757, Pz=-0.0113628
γ2 four-vector: E=0.11672, Px=-0.116533, Py=-0.00270813, Pz=-0.00603057
π+ four-vector: E=0.241356, Px=0.134335, Py=0.0760258, Pz=0.122906
π- four-vector: E=0.209185, Px=0.0812473, Py=0.133344, Pz=0.00745544
γ1 four-vector: E=0.168345, Px=-0.0720458, Py=-0.106236, Pz=-0.108919
γ2 four-vector: E=0.190169, Px=-0.161958, Py=-0.0988459, Pz=-0.0127857
π+ four-vector: E=0.305662, Px=0.0838868, Py=-0.191654, Pz=0.174183
π- four-vector: E=0.339253, Px=-0.0312371, Py=0.18655, Pz=-0.244939
γ1 four-vector: E=0.091959, Px=-0.056278, Py=-0.0268259, Pz=0.0675989
γ2 four-vector: E=0.0414556, Px=0.00952087, Py=-0.00866829, Pz=-0.0394053
π+ four-vector: E=0.299543, Px=-0.214438, Py=0.0425093, Pz=0.15038
π- four-vector: E=0.274183, Px=0.210975, Py=-0.096265, Pz=-0.0455861
γ1 four-vector: E=0.0570977, Px=-0.00469687, Py=0.0250444, Pz=0.0510967
γ2 four-vector: E=0.177954, Px=-0.033191, Py=0.0704832, Pz=-0.159994
π+ four-vector: E=0.257735, Px=0.207375, Py=-0.0496129, Pz=0.0404994
π- four-vector: E=0.274346, Px=-0.0865744, Py=0.0167549, Pz=-0.219474
γ1 four-vector: E=0.0443417, Px=0.00551595, Py=0.0332891, Pz=0.0287681
γ2 four-vector: E=0.182111, Px=-0.137178, Py=0.00460831, Pz=0.119689
π+ four-vector: E=0.301114, Px=-0.0630727, Py=0.0751979, Pz=-0.248427
π- four-vector: E=0.255385, Px=0.0906848, Py=0.0647817, Pz=0.182975
γ1 four-vector: E=0.0238506, Px=-0.00124833, Py=-0.00890973, Pz=-0.0220887
γ2 four-vector: E=0.0916126, Px=-0.0209851, Py=-0.0742663, Pz=0.049366
π+ four-vector: E=0.320427, Px=-0.00740609, Py=-0.283013, Pz=-0.0565787
π- four-vector: E=0.296876, Px=-0.0356954, Py=0.259524, Pz=0.0136999
γ1 four-vector: E=0.0571238, Px=0.0500032, Py=0.00156837, Pz=-0.0275744
γ2 four-vector: E=0.0770731, Px=-0.0364566, Py=0.0232043, Pz=0.063818
π+ four-vector: E=0.341602, Px=0.16101, Py=0.203454, Pz=-0.17336
π- four-vector: E=0.299153, Px=-0.183423, Py=-0.162536, Pz=0.100547
γ1 four-vector: E=0.116249, Px=0.0205899, Py=-0.101489, Pz=0.0528194
γ2 four-vector: E=0.0638789, Px=0.0145449, Py=0.0621981, Pz=-0.000594413
π+ four-vector: E=0.271864, Px=-0.0435986, Py=-0.216122, Pz=0.0773254
π- four-vector: E=0.239147, Px=-0.143228, Py=0.0600627, Pz=-0.117253
γ1 four-vector: E=0.156777, Px=0.0956109, Py=0.120698, Pz=-0.0294908
